"","RespondentID","Have you seen any of the 6 films in the Star Wars franchise?","Do you consider yourself to be a fan of the Star Wars film franchise?","Which of the following Star Wars films have you seen? Please select all that apply.","X5","X6","X7","X8","X9","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","Han Solo","Luke Skywalker","Princess Leia Organa","Anakin Skywalker","Obi Wan Kenobi","Emperor Palpatine","Darth Vader","Lando Calrissian","Boba Fett","C-3P0","R2 D2","Jar Jar Binks","Padme Amidala","Yoda","Which character shot first?","Are you familiar with the Expanded Universe?","Do you consider yourself to be a fan of the Expanded Universe?ξ","Do you consider yourself to be a fan of the Star Trek franchise?","Gender","Age","Household Income","Education","Location (Census Region)","seen_films"
"121",3290917153,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","6","4","2","1","3","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Greedo","No",NA,"No","Male","30-44","$150,000+","Graduate degree","East North Central",6
"122",3290917131,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","2","3","Very favorably","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably",NA,"Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"123",3290916554,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","3","5","2","6","1","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Han","Yes","Yes","Yes","Female","18-29",NA,"Some college or Associate degree","Mountain",6
"124",3290915885,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","3","6","5","1","4","2","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Yes","Yes","Yes","Male","45-60",NA,"Some college or Associate degree","Pacific",6
"125",3290910069,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","3","4","5","6","1","2","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","No",NA,"Yes","Male","45-60",NA,"Some college or Associate degree","New England",6
"126",3290902880,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","6","5","1","2","3","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","No",NA,"No","Female","45-60","$150,000+","Graduate degree","South Atlantic",6
"127",3290901027,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","2","1","3","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)",NA,"Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","No",NA,"Yes","Male","45-60","$0 - $24,999","Graduate degree","East North Central",6
"128",3290888079,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","2","3","4","5","6","1","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Very favorably","I don't understand this question","No",NA,"Yes","Female","> 60",NA,"Some college or Associate degree","Middle Atlantic",6
"129",3290879019,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","2","3","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Very favorably","Han","No",NA,"Yes","Female","45-60","$25,000 - $49,999","Graduate degree","East South Central",6
"130",3290878766,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","2","3","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Yes","Yes","Yes","Male","45-60","$150,000+","Bachelor degree","South Atlantic",6
"131",3290873342,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","2","3","4","1","5","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Han","Yes","Yes","No","Male","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic",6
"132",3290871307,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","4","5","1","2","3","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Somewhat favorably","Very unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","No",NA,"Yes","Male","45-60","$100,000 - $149,999","Graduate degree","Pacific",6
"133",3290863729,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","6","2","4","1","3","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Han","No",NA,"Yes","Female","18-29","$100,000 - $149,999","Some college or Associate degree","East North Central",6
"134",3290863193,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","6","4","1","3","2","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","Han","Yes","No","Yes","Male","45-60",NA,"Bachelor degree","South Atlantic",6
"135",3290860908,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","5","3","4","1","2","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)",NA,"Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Greedo","Yes","No","Yes","Male","45-60","$0 - $24,999","Graduate degree","Mountain",6
"136",3290860842,"Yes","No","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","3","4","6","5","1","2","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Very favorably","I don't understand this question","No",NA,"No","Male","> 60",NA,"Some college or Associate degree","South Atlantic",6
"137",3290860558,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","4","3","1","2","5","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","No",NA,"No","Male","30-44",NA,"Bachelor degree","New England",6
"138",3290858543,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","3","5","2","1","6","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Somewhat favorably","Very favorably","I don't understand this question","Yes","No","Yes","Male","45-60","$150,000+","Graduate degree","New England",6
"139",3290855818,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","6","4","1","2","3","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Yes","Yes","Yes","Male","45-60",NA,"High school degree","East North Central",6
"140",3290854802,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","5","4","3","1","2","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Very favorably","Han","Yes","Yes","No","Male","30-44","$0 - $24,999","High school degree","Pacific",6
"141",3290848617,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","3","1","2","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","I don't understand this question","No",NA,"Yes","Male","45-60","$100,000 - $149,999","Bachelor degree","West South Central",6
"142",3290846848,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","1","2","3","4","5","6","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","No",NA,"No","Male","> 60","$100,000 - $149,999","Some college or Associate degree","East North Central",6
"143",3290846466,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","1","6","5","2","4","3","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Greedo","No",NA,"Yes","Male","45-60","$25,000 - $49,999","Bachelor degree","South Atlantic",6
"144",3290845367,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","4","6","1","3","2","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very unfavorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","I don't understand this question","Yes","No","Yes","Male","30-44","$0 - $24,999","High school degree","South Atlantic",6
"145",3290845046,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","2","1","3","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Han","No",NA,"Yes","Female","> 60","$25,000 - $49,999","Some college or Associate degree","West North Central",6
"146",3290810023,"Yes","No","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","1","2","3","4","5","6","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","No",NA,"No","Female","18-29","$0 - $24,999","Graduate degree","East North Central",6
"147",3290806200,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","3","1","2","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Unfamiliar (N/A)","Very unfavorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably",NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"148",3290805125,"Yes","No","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","1","2","3","4","5","6","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","I don't understand this question","No",NA,"No","Male","45-60","$150,000+","Graduate degree","South Atlantic",6
"149",3290804008,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","2","3","5","6","1","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Yes","No","Yes","Male","45-60",NA,"Bachelor degree","Mountain",6
"150",3290798064,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","3","1","6","5","2","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Han","No",NA,"Yes","Male","45-60","$50,000 - $99,999","Graduate degree","South Atlantic",6
"151",3290792507,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","5","4","3","1","2","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Han","No",NA,"Yes","Male","18-29","$25,000 - $49,999","Bachelor degree","Pacific",6
"152",3290787286,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","3","1","2","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Han","No",NA,"No","Female","18-29",NA,"Less than high school degree","Pacific",6
"153",3290785928,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","3","1","2","6","5","4","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","No",NA,"No","Male","18-29","$0 - $24,999","Bachelor degree","Pacific",6
"154",3290781544,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","6","3","1","4","2","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Han","No",NA,"Yes","Male","30-44","$100,000 - $149,999","Bachelor degree","West North Central",6
"155",3290773277,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","6","4","5","2","1","3","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Greedo","Yes","Yes","Yes","Male","30-44","$150,000+","Bachelor degree","South Atlantic",6
"156",3290758362,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","5","3","6","4","2","1","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Yes","No","No","Male","18-29",NA,"Some college or Associate degree","Middle Atlantic",6
"157",3290756394,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","2","3","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","No",NA,"No","Female","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic",6
"158",3290755451,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","3","1","2","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","I don't understand this question","No",NA,"Yes","Female","> 60","$50,000 - $99,999","Bachelor degree","West North Central",6
"159",3290749764,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","6","3","2","5","1","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Yes","Yes","Yes","Male","45-60","$150,000+","Graduate degree","Middle Atlantic",6
"160",3290741994,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","2","3","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Very favorably","Greedo","Yes","Yes","Yes","Male","30-44",NA,"Some college or Associate degree","Mountain",6
"161",3290741405,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","3","2","1","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Greedo","No",NA,"Yes","Female","45-60","$100,000 - $149,999","Bachelor degree","Pacific",6
"162",3290740448,"Yes","Yes","Star Wars: Episode I  The Phantom Menace","Star Wars: Episode II  Attack of the Clones","Star Wars: Episode III  Revenge of the Sith","Star Wars: Episode IV  A New Hope","Star Wars: Episode V The Empire Strikes Back","Star Wars: Episode VI Return of the Jedi","4","5","6","1","3","2","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","I don't understand this question","No",NA,"Yes","Female","45-60","$150,000+","Bachelor degree","Mountain",6
